text,language
ಬೆಂಗಳೂರಿನಲ್ಲಿ ಹೈಅಲರ್ಟ್​​ ಮಧ್ಯೆ ಹೈವೋಲ್ಟೇಜ್ ಪಂದ್ಯ; ತವರಿನಲ್ಲಿ ಮಿಂಚಲು ರಾಹುಲ್ ರೆಡಿ,Kannada
"    రిషి లోపలికి నడిచి ""చీకటిగా వుంది.... దీపం వెలిగించలేదేం?"" అన్నాడు.     ""చీకటి పడిందా?"" తనలో...",Telgu
தமிழ்நாடு,Tamil
ಏಷ್ಯಾ ಕಪ್ 2018: ಪಾಕ್​​ಗೆ ಸೋಲುಣಿಸಿ ಫೈನಲ್​​ಗೆ ಲಗ್ಗೆಯಿಟ್ಟ ಬಾಂಗ್ಲಾ,Kannada
"    కూతుళ్ళు అల్లుళ్ళు సుదర్శనానికి సలహాలమీద సలహాలిస్తున్నారు.     ""ఒరేయ్ నాన్నగార్ని సరిగ్గా చూ...",Telgu
'பணத்தை கட்டினாதான் உலகக் கோப்பையை நடத்த முடியும்' பிசிசிஐக்கு ஐசிசி எச்சரிக்கை,Tamil
ವಿಜಯ್ ಹಜಾರೆ ಟ್ರೋಫಿ: ನಾಕೌಟ್ ರೇಸ್​ನಿಂದ ಕರ್ನಾಟಕ ಔಟ್,Kannada
    చీకటి.......         ఆకాశంలో నక్షత్రాలు కాంతిలేని శవం చూపుల్లా వున్నాయి.         సద్దుమణిగ...,Telgu
விளையாட்டு,Tamil
ಈ ಪುಣ್ಯ ಸ್ಥಳಗಳಿಗೆ ಪ್ರಧಾನಿ,Kannada
"    తిరిగి వస్తూన్నప్పుడు సుకుమార్ అన్నాడు. ""సురేంద్ర చాలా మంచివాడు. నా శ్రేయోభిలాషి.""     ""మంచీ....",Telgu
“சபரிமலை எல்லா மதத்தினருக்கும் சொந்தமானது”  கேரள உயர்நீதிமன்றம்,Tamil
ಅಕ್ಕನ ಗಂಡ ಆನಂದ್​ ಅಹುಜಾಗೆ ರಿಯಾ ಕಪೂರ್​ ನೀಡಿದ ಹುಟ್ಟುಹಬ್ಬದ ಉಡುಗೊರೆ ಏನು ಗೊತ್ತಾ?,Kannada
"    తన గదిలో మంచం మీద కూర్బోబెట్టుకుని ఆ పిల్ల చెంపలు నిమురుతూ ""నన్ను క్షమించి నీ గొప్ప మనసును చాటు...",Telgu
இந்தியா,Tamil
ಯೂಟ್ಯೂಬ್​ನಲ್ಲಿ 300 ಕೋಟಿ ಜನರು ನೋಡುವ ಭಾರತೀಯ ಗಾಯಕ ಯಾರು ಗೊತ್ತಾ?,Kannada
"    ""సుబ్బరాజూ! బాగున్నావా?"" అదోలాంటి అల్లరి ధ్వనించిందామె గొంతులో.          సుబ్బరాజు జవాబివ్వల...",Telgu
அமைதியை ஏற்படுத்துங்கள்: பிரதமர் மோடிக்கு பாகிஸ்தான் சிறுமி கடிதம்,Tamil
ಮಾಲ್ಡೀವ್ಸ್​ನಲ್ಲಿ ಕರೀನಾ ಹಾಗೂ ತೈಮೂರ್​ ಜತೆ ರಜೆಯ ಮಜದಲ್ಲಿ ಸೈಫ್​ ಅಲಿಖಾನ್​,Kannada
    ఈసారి యస్సై ఫోన్ చేశాడు అమెరికన్ హాస్పటల్ ఎమర్జన్సీ వింగ్ కి.     సరిగ్గా అయిదు నిమిషాలలో అంబు...,Telgu
உலகம்,Tamil
ಸುದೀಪ್​-ಶಿವಣ್ಣ ಅಭಿನಯದ 'ದಿ ವಿಲನ್​' ಯಾವಾಗ ರಿಲೀಸ್​ ಗೊತ್ತಾ?,Kannada
                                    పేదవాళ్ల ఆగ్రహం                                         రచన: ...,Telgu
விமான நிலையங்களில் உள்ளூர் மொழி அறிவிப்பு கட்டாயம்: மத்திய அரசு,Tamil
'ಎಂಎಲ್​ಎ' ಸಿನಿಮಾದ ಟ್ರೇಲರ್​ ಬಿಡುಗಡೆ ಮಾಡಿದ ಗೋಲ್ಡನ್​ ಸ್ಟಾರ್​ ಗಣೇಶ್​,Kannada
    భవాని శంకర్ కూడా తనసర్వే ముగించి కోచ్ లోకి ఎక్కి ఈ యువరాణి ఎగ్జాట్ గా ఎదుటికిటికీ దగ్గరే తనబెర్...,Telgu
இந்தியா,Tamil
ಕೊನೆಗೂ ಕಳಪೆ ಆಟದ ಕಾರಣ ಬಿಚ್ಚಿಟ್ಟ ಯುವರಾಜ್ ಸಿಂಗ್..!,Kannada
     అలాజ్వరం తెప్పించుకోమని అతనికి ఉచిత సలహా ఇచ్చింది జెయ్ చంద్రే! 'కాకిలా కలకాలం బతికి ఏం లాభంరా! ...,Telgu
கால்பந்தாட்ட ரசிகர்களுக்கு இன்று மெஸ்ஸியின் தரிசனம் !,Tamil
ಬೆಂಗಳೂರಿಗರಿಗೆ ಹೊಸ ವರ್ಷಕ್ಕೆ ಗಿಫ್ಟ್; ಬಿಬಿಎಂಪಿಯಿಂದ ಉಚಿತ ವೈ-ಫೈ ಸೌಲಭ್ಯ,Kannada
"    ""పరీక్ష పాసుకాకపోతే పెద్దచదువులు చదవటానికి వీలులేదుగా? అప్పుడు పట్నం వెళ్లక్కరలేదుకదూ?""     ""అ...",Telgu
விளையாட்டு,Tamil
ಕರ್ನಾಟಕದ ರಣಜಿ ಆಸೆ ಭಗ್ನ,Kannada
                                                         ఇంకా ఏం చెప్పాలి?     కోర్టుకు వెళ్ళబోతున...,Telgu
ஆன்லைனில் கரண்ட் பில் கட்டினால் சலுகை?,Tamil
ಪ್ರೋಕಬಡ್ಡಿ ಫೈನಲ್​ಗೆ ಫಾರ್ಚೂನ್ ಜೈಂಟ್ಸ್: ಪ್ರಶಸ್ತಿಗಾಗಿ ಬೆಂಗಳೂರು ವರ್ಸಸ್ ಗುಜರಾತ್ ಸೆಣಸು,Kannada
    గుడికి వెళుతున్న దారిలో రోడ్డు పొడవున అటు ఇటు అనేకషాపులు వున్నాయి. ప్రతిషాపు ముందు నలుగురిలో జనం...,Telgu
தமிழ்நாடு,Tamil
ಸ್ಥಳೀಯ ಸಂಸ್ಥೆ ಚುನಾವಣೆ: ಗೆದ್ದ ಬಳಿಕ ಗಂಗೂಲಿ ಅಭಿಮಾನಿ ಮಾಡಿದ್ದೇನು?,Kannada
"    రాముడు ""మమ్ము శీఘ్రముగ సుగ్రీవుని వద్దకు చేర్చుము"" అని హనుమంతుని కోరినాడు. హనుమంతుడు రామలక్ష్మణు...",Telgu
முதலில் கெத்து ! கடைசியில் சொதப்பல் ! ஜப்பானின் தோல்வி,Tamil
ಭಾರತ-ಇಂಗ್ಲೆಂಡ್ 3ನೇ ಏಕದಿನ: ಭಾರತಕ್ಕೆ ಹೀನಾಯ ಸೋಲು: ಸರಣಿ ಕೈವಶ ಮಾಡಿಕೊಂಡ ಇಂಗ್ಲೆಂಡ್,Kannada
     మరోమూడు రోజులు మొదటి రోజులాగే గడిచిపోయాయి. అరుణకి నిజంగానే కాస్త భయంఆదుర్దా కలిగాయి. అందరూ తనని...,Telgu
விளையாட்டு,Tamil
ರಿಲಯನ್ಸ್ ಜಿಯೋ ಮ್ಯೂಸಿಕ್ ಜೊತೆಗೂಡಲಿರುವ ಸಾವನ್,Kannada
"                ""బయటి పని ఇంట్లో పని జోడుగుర్రాలమీద స్వారీ చేసినట్లు కాదూ? మనం దేనికీ న్యాయం చేయల...",Telgu
மெட்ரோ ரயில் சுரங்கபாதை அமைக்கும் பணி நிறைவு,Tamil
ಧೋನಿಯನ್ನು ಟಿ-20 ಸರಣಿಯಿಂದ ಹೊರಗಿಟ್ಟಿದ್ದು ಉತ್ತಮ ನಿರ್ಧಾರ: ಗಂಗೂಲಿ,Kannada
       ఆ సబ్జక్టే తెలీదు సురభికి అందుకే మరేం మాట్లాడలేకపోయింది. మనిషికి ఇక మీదట కొత్త జబ్బులు రాకుం...,Telgu
தமிழ்நாடு,Tamil
ಸಿನಿಮಾ ಪಾತ್ರಕ್ಕಾಗಿ 9 ಕೆಜಿ ತೂಕ ಇಳಿಸಿಕೊಂಡ ರಾಕುಲ್ ಪ್ರೀತ್ ಸಿಂಗ್,Kannada
"    ""దొంగ వెధవను తన్నండి! పట్టుకోండి! వీడు లాటరీ అని చెప్పి డబ్బు వసూలు చేస్తాడు. మళ్ళీ కన్పించడు....",Telgu
 வருடங்களுக்கு பிறகு சீக்கிய தம்பியை சந்தித்த இஸ்லாமிய சகோதரிகள்!,Tamil
ಯಜಮಾನ' ಚಿತ್ರದಲ್ಲಿ ದರ್ಶನ್​ ಹೇಗೆಲ್ಲ ಕಾಣಿಸಿಕೊಂಡಿದ್ದಾರೆ ಒಮ್ಮೆ ನೋಡಿ,Kannada
"     మన హక్కుల్ని  నాశనం  చేస్తామంటే  నేను  సహించను. వాటిని రక్షించుకోడానికి  నేను పోరాడతాను"" అని శ్...",Telgu
இந்தியா,Tamil
ರಕ್ಷಿತ್​ ಶೆಟ್ಟಿ 'ಕಿರಿಕ್'​ಗೆ ಬೇಸತ್ತ ಟೆಕ್ಕಿ; ಸ್ಯಾಂಡಲ್​ವುಡ್​ ನಟನ ವಿರುದ್ಧ ಯಾಕೆ ಈ ಆಕ್ರೋಶ?,Kannada
"        అమె కళ్ళు మెరిసాయి.     విజయ్!     మందహాసం చేస్తూ ""హలో"" అంది.     అతను దగ్గరికి వచ్చ...",Telgu
 ரூபாய்க்கு விற்கும் முள்ளங்கி : விவசாயிகள் வேதனை,Tamil
ವಿರಾಟ್​ ಕೊಹ್ಲಿ ಹನಿಮೂನ್​ನಿಂದ ನೊಂದ ರಾಖಿ ಸಾವಂತ್ ಮಾಡಿದ್ದೇನು ಗೋತ್ತಾ?,Kannada
ఆ సంగమ స్థలంలో ఉంది ఒక ద్వీపం కొబ్బరిచెట్లతో నిండిపోయి ఉంది. అతని కిందనుంచీ కదిలిపోయింది ఒక పెద్దచ...,Telgu
தமிழ்நாடு,Tamil
ಆ್ಯಪಲ್​ ಏರ್​ಪೋಡ್​ಗೆ ಪ್ರಬಲ ಪೈಪೋಟಿ: ಅಗ್ಗದ ಬೆಲೆಗೆ ಮೀ ಏರ್​ಡಾಟ್ಸ್​ ಬಿಡುಗಡೆ,Kannada
"    ఈశ్వర్ కళ్ళనుంచి అగ్నిరవ్వలు కురుస్తున్నాయి.     ""జెన్నీ"" అరిచాడు అంకయ్య.     ""అతిథి మర్యాద ...",Telgu
ஜோத்பூரில் நடிகை பிரியங்கா சோப்ராநிக் ஜோனாஸ் திருமணம்!,Tamil
ಟೀಸರ್​ ಬಿಡುಗಡೆ: ರಫ್ ಅಂಡ್ ಟಫ್ ಪಾತ್ರದಲ್ಲಿ 'ಪಾರ್ವತಮ್ಮ'ನ ಮಗಳು,Kannada
    అవును: నిజం ఇది వ సంవత్సరం నాగరికమైన రోజలు. మానవస్వభావం గత ఏడెనిమిది వేల సంవత్సరాలనుంచి తెల...,Telgu
சினிமா,Tamil
ನಾನು ಅಕ್ರಮ ಸಂಬಂಧ ಹೊಂದಿದ್ದರೆ ಅದನ್ನು ಸಾಬೀತು ಮಾಡಲಿ; ಕಿರುತೆರೆ ನಟ ರಾಜೇಶ್​ಗೆ ಹೆಂಡತಿ ಸವಾಲು,Kannada
"       ""మీరడిగిన కొన్ని వివరాలు తెలిపాయి.""     ""అతను వుండేది యూనివర్శిటిలోని ఇంజనీరింగ్ హాస్టల్ బ...",Telgu
அரசு கேபிளில் துண்டிக்கப்பட்ட புதியதலைமுறை: கருத்துச் சுதந்திரத்திற்கு எதிரானது என மக்கள் கருத்து,Tamil
ಸ್ಯಾಂಡಲ್​ವುಡ್​ಗೆ ಐಟಿ ಶಾಕ್​; 'ಕೆಜಿಎಫ್​' ಸ್ಟಾರ್​ ಯಶ್​ ಮನೆ ಮೇಲೆ ಆದಾಯ ತೆರಿಗೆ ಅಧಿಕಾರಿಗಳ ದಾಳಿ!,Kannada
"    ""అలాగే! ప్రయత్నం మనవంతు. ఆపైన భగవంతుని దయ. కాని తండ్రి శ్రాద్ధకర్మ ముగిశాక వెడితే బాగుంటుంది. మ...",Telgu
தமிழ்நாடு,Tamil
ನಟಿ ರಾಧಿಕಾ ಪಂಡಿತ್​ ಸೀಮಂತ ಕಾರ್ಯಕ್ರಮದಲ್ಲಿ ಸಾಕ್ಷಿಯಾದ ತಾರೆಯರು,Kannada
      అగ్నిలో పడిన ఆహుతి చక్కగా ఆదిత్యుని చేరుచున్నది. ఆదిత్య్హుని నుండి వర్షము కలుగుచున్నది.     ...,Telgu
விராத் கோலியை எதிர்த்த தோனி!,Tamil
ರಣಜಿ ಟ್ರೋಫಿ: 5 ವಿಕೆಟ್ ಕಳೆದುಕೊಂಡ ಕರ್ನಾಟಕಕ್ಕೆ ನಿಶ್ಚಲ್-ಶರತ್ ಆಸರೆ,Kannada
    పత్రికల సంఖ్య పెరిగింది.     రచయితల సంఖ్యా పెరిగింది.     రచయితల్లో సీరియస్ నెస్ తగ్గింది.    ...,Telgu
